"0,1,1,0,-1",0.5773502691896257
"0,1,0,0,0",-0.5773502691896257
"1,1,1,0,-1",0.408248290463863
"1,1,-1,1,0",0.408248290463863
"1,1,0,1,-1",-0.408248290463863
"1,2,1,-1,0",0.18257418583505536
"1,2,1,1,-2",0.4472135954999579
"1,2,0,1,-1",-0.31622776601683794
"1,2,1,0,-1",-0.31622776601683794
"1,2,0,0,0",0.3651483716701107
"2,2,1,0,-1",-0.31622776601683794
"2,2,-1,1,0",-0.31622776601683794
"2,2,1,1,-2",0.25819888974716115
"2,2,0,1,-1",0.18257418583505536
"2,3,1,1,-2",-0.3086066999241838
"2,3,1,-1,0",-0.1690308509457033
"2,3,0,1,-1",0.2760262237369417
"2,2,-1,2,-1",0.25819888974716115
"2,2,0,2,-2",-0.3651483716701107
"2,3,1,0,-1",0.23904572186687872
"2,3,-1,2,-1",0.09759000729485331
"2,3,1,2,-3",0.37796447300922725
"2,3,0,0,0",-0.29277002188455997
"2,3,0,2,-2",-0.2182178902359924
"3,3,1,1,-2",-0.2439750182371333
"3,3,-1,3,-2",0.18898223650461363
"3,3,1,0,-1",0.2672612419124244
"3,3,-1,1,0",0.2672612419124244
"3,3,0,1,-1",-0.1091089451179962
"3,3,0,3,-3",-0.3273268353539886
"3,4,1,-1,0",0.1543033499620919
"3,4,1,1,-2",0.2439750182371333
"3,4,-1,3,-2",0.06299407883487121
"3,4,1,3,-4",0.3333333333333333
"3,4,0,1,-1",-0.2439750182371333
"3,4,0,3,-3",-0.16666666666666666
"3,3,-1,2,-1",-0.2439750182371333
"3,3,1,2,-3",0.18898223650461363
"3,3,0,2,-2",0.2182178902359924
"3,4,-1,2,-1",-0.1091089451179962
"3,4,1,2,-3",-0.28867513459481287
"3,4,0,2,-2",0.2182178902359924
"3,4,1,0,-1",-0.19920476822239894
"3,4,0,0,0",0.25197631533948484
"4,4,1,0,-1",-0.23570226039551584
"4,4,-1,1,0",-0.23570226039551584
"4,4,1,1,-2",0.22360679774997896
"4,4,-1,3,-2",-0.19720265943665385
"4,4,1,3,-4",0.14907119849998599
"4,4,0,1,-1",0.07453559924999299
"4,4,0,3,-3",0.22360679774997896
"4,5,1,1,-2",-0.20597146021777488
"4,5,-1,3,-2",-0.0778498944161523
"4,5,1,3,-4",-0.26967994498529685
"4,5,1,-1,0",-0.14213381090374028
"4,5,0,1,-1",0.2201927530252721
"4,5,0,3,-3",0.1797866299901979
"4,4,-1,2,-1",0.22360679774997896
"4,4,1,2,-3",-0.19720265943665385
"4,4,-1,4,-3",0.14907119849998599
"4,4,0,2,-2",-0.14907119849998599
"4,4,0,4,-4",-0.29814239699997197
"4,5,1,0,-1",0.17407765595569785
"4,5,-1,2,-1",0.11009637651263605
"4,5,1,2,-3",0.23783535600422526
"4,5,-1,4,-3",0.044946657497549475
"4,5,1,4,-5",0.30151134457776363
"4,5,0,0,0",-0.22473328748774737
"4,5,0,2,-2",-0.20597146021777488
"4,5,0,4,-4",-0.13483997249264842
"5,5,1,1,-2",-0.20597146021777488
"5,5,-1,3,-2",0.19069251784911848
"5,5,1,3,-4",-0.1651445647689541
"5,5,-1,5,-4",0.12309149097933274
"5,5,1,0,-1",0.21320071635561044
"5,5,-1,1,0",0.21320071635561044
"5,5,0,1,-1",-0.05504818825631803
"5,5,0,3,-3",-0.1651445647689541
"5,5,0,5,-5",-0.27524094128159016
"5,6,1,-1,0",0.13222147133698628
"5,6,1,1,-2",0.18064892093237822
"5,6,-1,3,-2",0.08362420100070908
"5,6,1,3,-4",0.22901430620717222
"5,6,-1,5,-4",0.03413943709994594
"5,6,1,5,-6",0.2773500981126146
"5,6,0,1,-1",-0.20197163363339118
"5,6,0,3,-3",-0.17739371879672478
"5,6,0,5,-5",-0.11322770341445958
"5,5,-1,2,-1",-0.20597146021777488
"5,5,1,2,-3",0.19069251784911848
"5,5,-1,4,-3",-0.1651445647689541
"5,5,1,4,-5",0.12309149097933274
"5,5,0,2,-2",0.11009637651263605
"5,5,0,4,-4",0.2201927530252721
"5,6,-1,2,-1",-0.10795837927188262
"5,6,1,2,-3",-0.20483662259967567
"5,6,-1,4,-3",-0.05913123959890826
"5,6,1,4,-5",-0.25318484177091666
"5,6,0,2,-2",0.19312181983410703
"5,6,0,4,-4",0.15267620413811483
"5,6,1,0,-1",-0.15644655469368596
"5,6,0,0,0",0.20483662259967567
"6,6,1,0,-1",-0.19611613513818404
"6,6,-1,1,0",-0.19611613513818404
"6,6,1,1,-2",0.1913897505877382
"6,6,-1,3,-2",-0.18156825980064073
"6,6,1,3,-4",0.16574838603294897
"6,6,-1,5,-4",-0.14193843787544003
"6,6,1,5,-6",0.10482848367219183
"6,6,0,1,-1",0.04279604925109129
"6,6,0,3,-3",0.12838814775327387
"6,6,0,5,-5",0.21398024625545645
"6,7,1,1,-2",-0.16239958858823003
"6,7,-1,3,-2",-0.08559209850218258
"6,7,1,3,-4",-0.20073126386549828
"6,7,-1,5,-4",-0.046880723093849545
"6,7,1,5,-6",-0.23904572186687872
"6,7,1,-1,0",-0.12403473458920845
"6,7,0,1,-1",0.18752289237539818
"6,7,0,3,-3",0.17118419700436516
"6,7,0,5,-5",0.13259870882635919
"6,6,-1,2,-1",0.1913897505877382
"6,6,1,2,-3",-0.18156825980064073
"6,6,-1,4,-3",0.16574838603294897
"6,6,1,4,-5",-0.14193843787544003
"6,6,-1,6,-5",0.10482848367219183
"6,6,0,2,-2",-0.08559209850218258
"6,6,0,4,-4",-0.17118419700436516
"6,6,0,6,-6",-0.25677629550654774
